,bot,shoes
N05365,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3784809.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2929618.jpg
N14252,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4320841.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4378771.jpg
N08271,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3729539.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3385249.jpg
N02853,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2823008.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2712298.jpg
N06307,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3774899.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3567019.jpg
N11591,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4164831.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3933311.jpg
N15002,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4253281.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3481819.jpg
N07437,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3463029.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3479159.jpg
N02620,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2643938.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2657578.jpg
N07042,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3378019.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381059.jpg
N02147,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2748008.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2512238.jpg
N06113,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3599069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3194719.jpg
N06852,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3259469.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3734149.jpg
N09876,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4018961.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3965201.jpg
N05429,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3602249.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3434309.jpg
N03166,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2621868.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2661718.jpg
N09557,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4032051.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3886991.jpg
N01146,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2570368.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2718768.jpg
N06225,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3476569.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3359319.jpg
N07246,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3511049.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3501359.jpg
N01877,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2987198.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3005108.jpg
N11299,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3959791.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3962481.jpg
N06597,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3377979.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3899041.jpg
N06436,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3670569.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3409099.jpg
N03777,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2913098.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2584608.jpg
N09151,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3804199.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3804429.jpg
N02669,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2774098.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2712978.jpg
N01597,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3643609.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3078678.jpg
N07687,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3433549.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3398359.jpg
N01405,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3119268.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2924568.jpg
N04957,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2908438.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2905708.jpg
N08093,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3557249.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3510229.jpg
N00432,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2515148.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2487428.jpg
N06084,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3793819.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3804429.jpg
N08976,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3770079.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3770659.jpg
N08941,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3579809.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3450139.jpg
N00684,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3004228.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3037788.jpg
N10625,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4154141.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3992161.jpg
N11052,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4230681.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4646181.jpg
N10934,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3978781.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3967231.jpg
N07810,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3507969.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3509389.jpg
N16276,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3861791.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3867111.jpg
N00320,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2564518.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2747188.jpg
N00912,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2779958.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2698628.jpg
N04280,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3017288.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2908698.jpg
N02202,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2542348.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2551488.jpg
N10174,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3870751.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4017351.jpg
N14602,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4061941.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4429821.jpg
N00514,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3029778.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2922488.jpg
N04027,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2538498.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2689508.jpg
N11116,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4001331.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3892241.jpg
N07716,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3756959.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3755339.jpg
N03620,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2707768.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2472098.jpg
N16394,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3951431.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4007051.jpg
N08629,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3830241.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3606099.jpg
N03849,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2598788.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2332487.jpg
N08714,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3340699.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2922538.jpg
N00242,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2553868.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2418477.jpg
N00766,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2542558.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2531558.jpg
N09012,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3709539.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3367499.jpg
N08353,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3337079.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3606099.jpg
N06973,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3342579.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3339509.jpg
N05283,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3236649.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3238179.jpg
N01499,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3221829.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2902768.jpg
N08696,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3816129.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3385029.jpg
N06601,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3729069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3899041.jpg
N11141,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4012551.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4276091.jpg
N03642,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2550168.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2510848.jpg
N11676,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4154501.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4275491.jpg
N15218,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3817239.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3830951.jpg
N10266,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3954551.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4007011.jpg
N11105,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4275821.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3965191.jpg
N00600,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2630518.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2661718.jpg
N11017,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3943441.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3992051.jpg
N09008,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3400509.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3398289.jpg
N01646,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3004388.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3005498.jpg
N01668,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2849868.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2861118.jpg
N07507,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3455799.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3408579.jpg
N14302,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4355101.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4105071.jpg
N07960,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3595969.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3400859.jpg
N07349,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3439779.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3446269.jpg
N02671,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2553288.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2575908.jpg
N11334,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4444121.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3991801.jpg
N10030,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3955321.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3987631.jpg
N03708,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2491128.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2514138.jpg
N06529,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3333969.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3434289.jpg
N00972,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2790278.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2829308.jpg
N01993,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2645738.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2766128.jpg
N11450,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3920591.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970031.jpg
N06256,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3389429.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3400769.jpg
N14444,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4055061.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3946921.jpg
N14815,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4138251.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4138891.jpg
N05882,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3527279.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3526739.jpg
N10122,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3943441.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3926511.jpg
N14839,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3926131.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3935121.jpg
N03133,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2135167.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2536188.jpg
N01026,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2762658.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2747468.jpg
N11185,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3995941.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4017861.jpg
N09223,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3566389.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3302669.jpg
N10350,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4082931.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4275401.jpg
N14222,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4171881.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3934501.jpg
N04986,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2492928.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2821248.jpg
N01214,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2548438.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2627348.jpg
N07861,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3366399.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3429909.jpg
N00309,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2765028.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2755348.jpg
N06254,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3699989.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3699519.jpg
N11635,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3910791.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3931491.jpg
N00724,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2576248.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2583518.jpg
N10437,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3947821.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3931471.jpg
N11860,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3915481.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3917161.jpg
N14803,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4096841.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4098391.jpg
N02687,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2765488.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2772988.jpg
N01439,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2908228.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2899588.jpg
N04135,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2765618.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2760338.jpg
N06929,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3384869.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3354269.jpg
N00906,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2579398.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2713738.jpg
N04582,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3023848.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2509708.jpg
N06561,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3753269.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3763889.jpg
N01903,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2820338.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2929738.jpg
N08755,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3543919.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3545219.jpg
N03409,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2842288.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2725988.jpg
N00247,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2835168.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2800928.jpg
N06773,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3780539.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3495879.jpg
N04014,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2783008.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2596688.jpg
N03939,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2463958.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2428348.jpg
N03377,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2587678.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2590178.jpg
N01599,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2893848.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2890868.jpg
N14339,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3976011.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3956101.jpg
N06466,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3783249.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356029.jpg
N09955,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3941311.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3933311.jpg
N00232,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2748958.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2814328.jpg
N14017,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3896971.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4383841.jpg
N04146,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2785298.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2712298.jpg
